"review_id","product_id","rating","title","review_text","gpt_judgement_feature_1","human_check_feature_1","human_comment_feature_1","final_feature_1","gpt_judgement_feature_2","human_check_feature_2","human_comment_feature_2","final_feature_2","gpt_judgement_feature_3","human_check_feature_3","human_comment_feature_3","final_feature_3","gpt_judgement_feature_4","human_check_feature_4","human_comment_feature_4","final_feature_4","gpt_judgement_feature_5","human_check_feature_5","human_comment_feature_5","final_feature_5","gpt_judgement_feature_6","human_check_feature_6","human_comment_feature_6","final_feature_6","gpt_judgement_feature_7","human_check_feature_7","human_comment_feature_7","final_feature_7","gpt_judgement_feature_8","human_check_feature_8","human_comment_feature_8","final_feature_8","gpt_judgement_feature_9","human_check_feature_9","human_comment_feature_9","final_feature_9","gpt_judgement_feature_10","human_check_feature_10","human_comment_feature_10","final_feature_10","gpt_judgement_feature_11","human_check_feature_11","human_comment_feature_11","final_feature_11","gpt_judgement_feature_12","human_check_feature_12","human_comment_feature_12","final_feature_12","gpt_judgement_feature_13","human_check_feature_13","human_comment_feature_13","final_feature_13","gpt_judgement_feature_14","human_check_feature_14","human_comment_feature_14","final_feature_14","gpt_judgement_feature_15","human_check_feature_15","human_comment_feature_15","final_feature_15","gpt_judgement_feature_16","human_check_feature_16","human_comment_feature_16","final_feature_16","gpt_judgement_feature_17","human_check_feature_17","human_comment_feature_17","final_feature_17","gpt_judgement_feature_18","human_check_feature_18","human_comment_feature_18","final_feature_18","gpt_judgement_feature_19","human_check_feature_19","human_comment_feature_19","final_feature_19","gpt_judgement_feature_20","human_check_feature_20","human_comment_feature_20","final_feature_20"
"31","1400532655","3.0","Quality Hardware, Decent Interface, Lackluster App Support","The Nook Color is a mixed bag of a product with some highs and lows.The hardware on the Nook Color is very nice.The screen, though not a super hi-def retina like high end tabs, is bright and great for books, video, comics, etc. It feels solid and sturdy but not overly heavy. A nice addition is the SD Card slot hidden in the back which can be used to expand storage or, if you're resourceful (or purchase a Nook 2 Android card) convert your Nook into a full-fledged Android tablet on the cheap.The Interface in the Nook Color is adequate but not amazing.Barnes and Noble created their own ""flavor"" of Android for this reader. While it's not highly customization or super elegant it's well suited for the intended purposes of this tablet: media consumption. As noted above, this reader can run full Android quite well if modded, and still run a Nook App.Lackluster AppsApp support for this reader is very spartan. You'll find some simple games, Netflix (finally) and a few others, but it's not a lot to write home about.If you want a simple reader with a nice screen for ereading, this isn't a bad buy if you can get one at a good price (I wouldn't pay more than 110 at the moment). Otherwise, it's a great Android tablet if you mod it yourself or take the safer route of using a Nook 2 Android card).","1","0","判定が不適切な場合、その理由や気づきを記入","1","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1"
"55","B00004NKHY","4.0","Good, no-frills VCR","I purchased this VCR as a gift for my parents. They've been using it for playback and recording for almost two years now. It has had no problems and has functioned as expected.The controls, remote, and hookups were easy to figure out, with enough -ins and -outs for the basic AV system. This VCR functions much quiter than the one it replaced.","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0"
"56","B00001P505","4.0","Excellent","Pros: Bass is amazing, mid range sounds like your right there in theGreat pair of phones for the price I believe.performance. High range sounds incredible. Feels light and comfortable. Keeps you connected with surroundings. Comes with a pretty gold extension plug haha I can play my music full blast and the music just sounds even more clear, and no pressure from the loudness. Just more juicy.Cons: A little weird on the ears when the head band it pulled to fit around the back of the head. A little pressure on the top of my ears with head band pulled up over the top of head. No instructions on which way to wear the phones.","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0"
"57","B00004THCZ","4.0","great lens, but I wish it had Image Stabilization","I bought this lens not quite realizing it didn't have Image Stabilization (my bad). It's an excellent lens, I like the optics (though I do wish the aperture was a little bigger) though the lack of image stabilization means you likely have to use a tripod for taking quality pictures.","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","「三脚が必要になる」という“使い方”や“工夫”には触れていますが、「屋外で使う」「暗い場所で使う」「旅行先で使う」など、具体的な“環境”や“シーン”そのものについては明示していません。","0","1","1","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0"
"58","B00004T8R2","4.0","Great Little Headphone for Light Use","I bought these headphones for my kids' portable DVD players; they were smaller in nature and inexpensive, so I thought them to be a perfect fit. The fit is good for my six year old, but not so much for my three year old. They were inexpensive, so I didn't expect much out of them, but they have pretty good sound. I only wish they had cupped ear covers, so that they would stay on better in the back seat; but for this price, you really can't complain.","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0"
"59","0972683275","4.0","Well made, Excellent Value","Warning, Do your homework before ordering a tv wall mount!!Mom and dad bought a 32 inch Seiki TV and needed it angled on the wall for optimum viewing. That is where I the eldest son came into the picture(pun intended).I knew in advance the location had plywood backing behind the drywall, which meant this mount would be easy to install as wood screws would be secure anywhere on the wall. But what if it was a typical installation, would there be a stud in the wall centered where needed to hold the tv and mount securely? It seems unlikely most people would, so what are the options?Option #1. Buy a different mount with a mounting plate rather than small 2 hole bracket as on this model. If you don't know what I am talking about, look at other tv wall mounts and you will see on many of these a large wall plate that can easily cover an area with at least one stud, and addtionally allow drywall anchors elsewhere on the plate to handle the weight of any tv. This model has only a small wall bracket with holes for 2 screws or anchors.Option #2. Use wall anchors. Again, there are only 2 holes in this bracket so take into account the weight of the tv and the rating of the anchors. Proceed at your own risk.Option #3. Install a stud. You're on your own with this...The mount is well made, everything fits and it looks good but as mentioned, a little homework will save you time and make installation easy.I hope this review is useful. :-)","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","1","0","判定が不適切な場合、その理由や気づきを記入","1","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1"
"118","B00004THCZ","5.0","Great! -This lens took action shots.","My husband and I were recently on a trip along the Oregon coast and to view the Giant Redwoods of California. We bought this lens to go along with our Canon Rebel TSi 12 megapixel camera. Some have said they could not take action shots with it but I have great photos of sea gulls in flight and the waves as they crest, curl, and crash on the beach. You can see the feathers on the birds. I also took photos of the ocean crashing against rocks and they are so clear you can see the outer water droplets. We also bought a High-speed SD memory disk which could have helped with the photos. I would recommend this lens.","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","他者の意見として“アクションショットが撮れない”という声に触れているが、レビュアー自身はその制限を感じておらず、欠点として具体的に挙げていないため、判定は0が適切。","0","0","1","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0"
"119","B00000JD4V","5.0","Very nice radio","This radio is easy to use, and sounds great. Coverage of the shortwave spectrum is very good. You also get sideband tuning, which you'll need if you want to hear HAM radio operators. Off the built in telescoping antenna I get more strong stations than I have time to listen to. With the supplied aux. antenna, reception is noticably improved. It comes with ear-bud headphones, AC adapter and the aux antenna. It also has AM and FM reception. FM is stereo with the headphones, and is very good quality. It has 2 built in clocks (believe me, you WANT that!!) 40 memories, and doubles as a clock radio small enough to use when traveling. This could be considered an entry level radio, but it is sensetive enough that you won't ""out grow"" it for a very long time.","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0"
"120","B00001P4ZH","5.0","Impressed","I'm hard on headphones. I use them at work all day long and they get a work out. I've gone through 6 sets less than a year and a half. When these arrived, I groaned. They appeared much flimsier than I expected. Well, more than six months later, these phones are going strong. Sound is good, quality is good. There ya go! These have been around forever. I think I'm figuring out why.","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","欠点について具体的な言及はないため","0","1","1","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","予期せぬ問題や発見の具体的な記述はないため","0","1","1","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0"
"121","B00000J1V5","5.0","Great network cable","After always buying cheap cables or inheriting half working cables I bought a few of these. They work great and have nice clip protectors. Handy to have a few extras of these around.","1","0","「クリッププロテクター」という技術的な部品について言及があり、これはネットワークケーブルのコネクタ部分の保護機構という技術的特徴を指している。ケーブルの耐久性に関わる重要な技術的詳細として認められるため、判定を1とする。","1","1","0","本レビューでは、「安いケーブル」や「中途半端なケーブル」といった過去に使っていた製品群について触れていますが、これは「具体的な競合商品」ではなく、「抽象的なカテゴリ（安価なケーブル全般）」に対する言及です。また、レビュー対象商品と「安いケーブル」や「中途半端なケーブル」との明確な比較（例：〇〇社のケーブルより良い、など）は行われていません。「これを何本か買ったんだ。とてもよく動くし…」と、現在の商品が満足できるものであることは述べていますが、「以前のケーブルよりも優れている」などの直接的な比較表現は見られません。","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0"
"122","B00000J4DV","5.0","High quality lock system","Anything can be defeated but this definitely improves security, well designed and thought out. Delivered on schedule, with usual good service.","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","「Anything can be defeated（どんなものでも破ることはできる）」は、一般論として「絶対に破れないロックは存在しない」という事実を述べているものであり、この製品固有の欠点や制限を具体的に指摘しているわけではありません。","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","「サービスもいつも通り良かった」という記述は、配送や全体的な取引体験を指しており、カスタマーサポート部門との具体的なやり取りやサポート体験には触れていません。","0","1","1","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0"
"123","B00001WRSJ","5.0","Great inexpensive headphones","These are great classic ""cans"". I've had them for a month and started using them after a few days burn-in when these V6s were plugged in 24/7 to a receiver in another room at upper moderate volume level. And this is what I would recommend to everyone before evaluating their sound - play them non-stop for about 100 hours without listening and then you will start to hear their best.They fit my large head perfectly and sound lovely. Bass goes low down to 5Hz but it's not boomy or distorted or overbearing in any way. From a good recording all you hear is a clean low punch.The only one thing I would improve is the vinyl ear surrounds. I might get a pair of black cotton baby head bands to wrap around the vinyl donuts.If you get them for around sixty shipped, then it's a good deal.","1","0","判定が不適切な場合、その理由や気づきを記入","1","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","このレビューには、「バーンイン（エージング）」のために別の部屋のレシーバーに24時間接続し、数日間再生したという具体的な使用例が明確に記載されています。また、「音を評価する前に100時間ほど連続再生でバーンインを行うことを推奨」しており、これは製品の具体的な使い方や目的を説明しています。","1","0","1","判定が不適切な場合、その理由や気づきを記入","1","1","0","判定が不適切な場合、その理由や気づきを記入","1","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","0","0","判定が不適切な場合、その理由や気づきを記入","0","1","0","判定が不適切な場合、その理由や気づきを記入","1","0","0","「音を評価する前に100時間ほど連続再生でバーンインを行うことを推奨→これは明確に他のユーザーに向けた使用上のアドバイスです。","0","1","0","「音を評価する前に100時間ほど連続再生でバーンインを行うことを推奨→これは明確に他のユーザーに向けた使用上のアドバイスです。","1"
